InstrumentID,ExchangeID,ProductID,ProductClass,UnderlyingExchangeID,UnderlyingInstrID,InstrumentID2,ExchangeID2,ProductID2,ProductClass2,UnderlyingExchangeID2,UnderlyingInstrID2,PriceTick,ExpireDate,Symbol
SP jm1709&jm1805,DCE,SP jm&jm,Combination,DCE,,SP JM1709&JM1805,DCE,SP JM&JM,COMBINATION,DCE,,0.5,,DCE.SP JM1709&JM1805
SPD LR709&LR801,CZCE,SPD LR&LR,Combination,CZCE,,SPD LR709&LR801,CZCE,SPD LR&LR,COMBINATION,CZCE,,1.0,,CZCE.SPD LR709&LR801
SPD LR709&LR711,CZCE,SPD LR&LR,Combination,CZCE,,SPD LR709&LR711,CZCE,SPD LR&LR,COMBINATION,CZCE,,1.0,,CZCE.SPD LR709&LR711
SPD LR709&LR805,CZCE,SPD LR&LR,Combination,CZCE,,SPD LR709&LR805,CZCE,SPD LR&LR,COMBINATION,CZCE,,1.0,,CZCE.SPD LR709&LR805
SPD LR709&LR803,CZCE,SPD LR&LR,Combination,CZCE,,SPD LR709&LR803,CZCE,SPD LR&LR,COMBINATION,CZCE,,1.0,,CZCE.SPD LR709&LR803
SPD WH711&WH803,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH711&WH803,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH711&WH803
SPD WH711&WH801,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH711&WH801,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH711&WH801
SPD WH711&WH805,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH711&WH805,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH711&WH805
SPD RS708&RS709,CZCE,SPD RS&RS,Combination,CZCE,,SPD RS708&RS709,CZCE,SPD RS&RS,COMBINATION,CZCE,,1.0,,CZCE.SPD RS708&RS709
SPD RS708&RS711,CZCE,SPD RS&RS,Combination,CZCE,,SPD RS708&RS711,CZCE,SPD RS&RS,COMBINATION,CZCE,,1.0,,CZCE.SPD RS708&RS711
SPD TA712&TA805,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA712&TA805,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA712&TA805
SPD TA712&TA803,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA712&TA803,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA712&TA803
SPD TA712&TA802,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA712&TA802,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA712&TA802
SPD TA712&TA806,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA712&TA806,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA712&TA806
SPD TA712&TA801,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA712&TA801,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA712&TA801
SPD TA712&TA804,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA712&TA804,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA712&TA804
SPD TA708&TA709,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA709,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA709
SPD TA708&TA804,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA804,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA804
SPD TA708&TA805,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA805,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA805
SPD TA708&TA712,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA712,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA712
SPD TA708&TA710,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA710,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA710
SPD TA708&TA803,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA803,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA803
SPD TA708&TA802,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA802,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA802
SPD TA708&TA801,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA801,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA801
SPD TA708&TA711,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA711,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA711
SPD TA708&TA806,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA708&TA806,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA708&TA806
SPD PM709&PM803,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM709&PM803,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM709&PM803
SPD PM709&PM801,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM709&PM801,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM709&PM801
SPD PM709&PM711,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM709&PM711,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM709&PM711
SPD PM709&PM805,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM709&PM805,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM709&PM805
SPD SF801&SF803,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF801&SF803,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF801&SF803
SPD SF801&SF802,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF801&SF802,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF801&SF802
SPD SF801&SF805,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF801&SF805,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF801&SF805
IPS SF801&SM801,CZCE,IPS SF&SM,Combination,CZCE,,IPS SF801&SM801,CZCE,IPS SF&SM,COMBINATION,CZCE,,2.0,,CZCE.IPS SF801&SM801
SPD SF801&SF804,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF801&SF804,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF801&SF804
SPD SF801&SF806,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF801&SF806,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF801&SF806
SPD SR807&SR809,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR807&SR809,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR807&SR809
SPD SR807&SR811,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR807&SR811,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR807&SR811
SPD ZC805&ZC807,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC805&ZC807,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC805&ZC807
SPD ZC805&ZC806,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC805&ZC806,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC805&ZC806
SPD SM709&SM803,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM803,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM803
SPD SM709&SM802,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM802,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM802
SPD SM709&SM801,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM801,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM801
SPD SM709&SM712,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM712,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM712
SPD SM709&SM805,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM805,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM805
SPD SM709&SM711,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM711,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM711
SPD SM709&SM710,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM710,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM710
SPD SM709&SM806,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM806,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM806
SPD SM709&SM804,CZCE,SPD SM&SM,Combination,CZCE,,SPD SM709&SM804,CZCE,SPD SM&SM,COMBINATION,CZCE,,2.0,,CZCE.SPD SM709&SM804
SPD WH709&WH801,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH709&WH801,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH709&WH801
SPD WH709&WH805,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH709&WH805,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH709&WH805
SPD WH709&WH803,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH709&WH803,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH709&WH803
SPD WH709&WH711,CZCE,SPD WH&WH,Combination,CZCE,,SPD WH709&WH711,CZCE,SPD WH&WH,COMBINATION,CZCE,,1.0,,CZCE.SPD WH709&WH711
SPD SF802&SF803,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF802&SF803,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF802&SF803
IPS SF802&SM802,CZCE,IPS SF&SM,Combination,CZCE,,IPS SF802&SM802,CZCE,IPS SF&SM,COMBINATION,CZCE,,2.0,,CZCE.IPS SF802&SM802
SPD SF802&SF804,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF802&SF804,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF802&SF804
SPD SF802&SF805,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF802&SF805,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF802&SF805
SPD SF802&SF806,CZCE,SPD SF&SF,Combination,CZCE,,SPD SF802&SF806,CZCE,SPD SF&SF,COMBINATION,CZCE,,2.0,,CZCE.SPD SF802&SF806
SP v1709&v1805,DCE,SP v&v,Combination,DCE,,SP V1709&V1805,DCE,SP V&V,COMBINATION,DCE,,5.0,,DCE.SP V1709&V1805
SP v1709&v1801,DCE,SP v&v,Combination,DCE,,SP V1709&V1801,DCE,SP V&V,COMBINATION,DCE,,5.0,,DCE.SP V1709&V1801
SP v1709&v1709,DCE,SP v&v,Combination,DCE,,SP V1709&V1709,DCE,SP V&V,COMBINATION,DCE,,5.0,,DCE.SP V1709&V1709
SPC v1709&pp1709,DCE,SPC v&pp,Combination,DCE,,SPC V1709&PP1709,DCE,SPC V&PP,COMBINATION,DCE,,5.0,,DCE.SPC V1709&PP1709
SPC v1709&pp1701,DCE,SPC v&pp,Combination,DCE,,SPC V1709&PP1701,DCE,SPC V&PP,COMBINATION,DCE,,5.0,,DCE.SPC V1709&PP1701
SPC v1709&pp1705,DCE,SPC v&pp,Combination,DCE,,SPC V1709&PP1705,DCE,SPC V&PP,COMBINATION,DCE,,5.0,,DCE.SPC V1709&PP1705
SPD ZC708&ZC807,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC807,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC807
SPD ZC708&ZC806,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC806,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC806
SPD ZC708&ZC805,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC805,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC805
SPD ZC708&ZC802,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC802,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC802
SPD ZC708&ZC804,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC804,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC804
SPD ZC708&ZC803,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC803,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC803
SPD ZC708&ZC709,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC709,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC709
SPD ZC708&ZC712,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC712,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC712
SPD ZC708&ZC710,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC710,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC710
SPD ZC708&ZC711,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC711,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC711
SPD ZC708&ZC801,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC708&ZC801,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC708&ZC801
SPD CF707&CF805,CZCE,SPD CF&CF,Combination,CZCE,,SPD CF707&CF805,CZCE,SPD CF&CF,COMBINATION,CZCE,,5.0,,CZCE.SPD CF707&CF805
SPD CF707&CF801,CZCE,SPD CF&CF,Combination,CZCE,,SPD CF707&CF801,CZCE,SPD CF&CF,COMBINATION,CZCE,,5.0,,CZCE.SPD CF707&CF801
SPD CF707&CF711,CZCE,SPD CF&CF,Combination,CZCE,,SPD CF707&CF711,CZCE,SPD CF&CF,COMBINATION,CZCE,,5.0,,CZCE.SPD CF707&CF711
SPD CF707&CF709,CZCE,SPD CF&CF,Combination,CZCE,,SPD CF707&CF709,CZCE,SPD CF&CF,COMBINATION,CZCE,,5.0,,CZCE.SPD CF707&CF709
SPD CF707&CF803,CZCE,SPD CF&CF,Combination,CZCE,,SPD CF707&CF803,CZCE,SPD CF&CF,COMBINATION,CZCE,,5.0,,CZCE.SPD CF707&CF803
SPD RS709&RS711,CZCE,SPD RS&RS,Combination,CZCE,,SPD RS709&RS711,CZCE,SPD RS&RS,COMBINATION,CZCE,,1.0,,CZCE.SPD RS709&RS711
SPC i1709&jm1801,DCE,SPC i&jm,Combination,DCE,,SPC I1709&JM1801,DCE,SPC I&JM,COMBINATION,DCE,,0.5,,DCE.SPC I1709&JM1801
SP i1709&i1805,DCE,SP i&i,Combination,DCE,,SP I1709&I1805,DCE,SP I&I,COMBINATION,DCE,,0.5,,DCE.SP I1709&I1805
SPC i1709&j1801,DCE,SPC i&j,Combination,DCE,,SPC I1709&J1801,DCE,SPC I&J,COMBINATION,DCE,,0.5,,DCE.SPC I1709&J1801
SPC i1709&j1709,DCE,SPC i&j,Combination,DCE,,SPC I1709&J1709,DCE,SPC I&J,COMBINATION,DCE,,0.5,,DCE.SPC I1709&J1709
SPC i1709&jm1705,DCE,SPC i&jm,Combination,DCE,,SPC I1709&JM1705,DCE,SPC I&JM,COMBINATION,DCE,,0.5,,DCE.SPC I1709&JM1705
SP i1709&i1801,DCE,SP i&i,Combination,DCE,,SP I1709&I1801,DCE,SP I&I,COMBINATION,DCE,,0.5,,DCE.SP I1709&I1801
SPC i1709&jm1709,DCE,SPC i&jm,Combination,DCE,,SPC I1709&JM1709,DCE,SPC I&JM,COMBINATION,DCE,,0.5,,DCE.SPC I1709&JM1709
SP i1709&i1709,DCE,SP i&i,Combination,DCE,,SP I1709&I1709,DCE,SP I&I,COMBINATION,DCE,,0.5,,DCE.SP I1709&I1709
SPC i1709&jm1701,DCE,SPC i&jm,Combination,DCE,,SPC I1709&JM1701,DCE,SPC I&JM,COMBINATION,DCE,,0.5,,DCE.SPC I1709&JM1701
SPC i1709&j1701,DCE,SPC i&j,Combination,DCE,,SPC I1709&J1701,DCE,SPC I&J,COMBINATION,DCE,,0.5,,DCE.SPC I1709&J1701
SPC i1709&j1705,DCE,SPC i&j,Combination,DCE,,SPC I1709&J1705,DCE,SPC I&J,COMBINATION,DCE,,0.5,,DCE.SPC I1709&J1705
SP i1709&i1712,DCE,SP i&i,Combination,DCE,,SP I1709&I1712,DCE,SP I&I,COMBINATION,DCE,,0.5,,DCE.SP I1709&I1712
SPC y1709&p1709,DCE,SPC y&p,Combination,DCE,,SPC Y1709&P1709,DCE,SPC Y&P,COMBINATION,DCE,,2.0,,DCE.SPC Y1709&P1709
SPC y1709&p1705,DCE,SPC y&p,Combination,DCE,,SPC Y1709&P1705,DCE,SPC Y&P,COMBINATION,DCE,,2.0,,DCE.SPC Y1709&P1705
SP y1709&y1709,DCE,SP y&y,Combination,DCE,,SP Y1709&Y1709,DCE,SP Y&Y,COMBINATION,DCE,,2.0,,DCE.SP Y1709&Y1709
SPC y1709&p1801,DCE,SPC y&p,Combination,DCE,,SPC Y1709&P1801,DCE,SPC Y&P,COMBINATION,DCE,,2.0,,DCE.SPC Y1709&P1801
SP y1709&y1801,DCE,SP y&y,Combination,DCE,,SP Y1709&Y1801,DCE,SP Y&Y,COMBINATION,DCE,,2.0,,DCE.SP Y1709&Y1801
SPC y1709&p1701,DCE,SPC y&p,Combination,DCE,,SPC Y1709&P1701,DCE,SPC Y&P,COMBINATION,DCE,,2.0,,DCE.SPC Y1709&P1701
SP y1709&y1805,DCE,SP y&y,Combination,DCE,,SP Y1709&Y1805,DCE,SP Y&Y,COMBINATION,DCE,,2.0,,DCE.SP Y1709&Y1805
SP p1709&p1710,DCE,SP p&p,Combination,DCE,,SP P1709&P1710,DCE,SP P&P,COMBINATION,DCE,,2.0,,DCE.SP P1709&P1710
SP p1709&p1801,DCE,SP p&p,Combination,DCE,,SP P1709&P1801,DCE,SP P&P,COMBINATION,DCE,,2.0,,DCE.SP P1709&P1801
SP p1709&p1709,DCE,SP p&p,Combination,DCE,,SP P1709&P1709,DCE,SP P&P,COMBINATION,DCE,,2.0,,DCE.SP P1709&P1709
SP p1709&p1805,DCE,SP p&p,Combination,DCE,,SP P1709&P1805,DCE,SP P&P,COMBINATION,DCE,,2.0,,DCE.SP P1709&P1805
SPD ZC806&ZC807,CZCE,SPD ZC&ZC,Combination,CZCE,,SPD ZC806&ZC807,CZCE,SPD ZC&ZC,COMBINATION,CZCE,,0.2,,CZCE.SPD ZC806&ZC807
SPD TA709&TA804,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA804,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA804
SPD TA709&TA805,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA805,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA805
SPD TA709&TA803,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA803,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA803
SPD TA709&TA802,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA802,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA802
SPD TA709&TA801,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA801,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA801
SPD TA709&TA712,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA712,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA712
SPD TA709&TA711,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA711,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA711
SPD TA709&TA710,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA710,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA710
SPD TA709&TA806,CZCE,SPD TA&TA,Combination,CZCE,,SPD TA709&TA806,CZCE,SPD TA&TA,COMBINATION,CZCE,,2.0,,CZCE.SPD TA709&TA806
SPD MA710&MA801,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA801,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA801
SPD MA710&MA712,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA712,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA712
SPD MA710&MA711,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA711,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA711
SPD MA710&MA804,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA804,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA804
SPD MA710&MA805,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA805,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA805
SPD MA710&MA802,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA802,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA802
SPD MA710&MA803,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA803,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA803
SPD MA710&MA806,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA710&MA806,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA710&MA806
SPD RM803&RM805,CZCE,SPD RM&RM,Combination,CZCE,,SPD RM803&RM805,CZCE,SPD RM&RM,COMBINATION,CZCE,,1.0,,CZCE.SPD RM803&RM805
SP jd1803&jd1804,DCE,SP jd&jd,Combination,DCE,,SP JD1803&JD1804,DCE,SP JD&JD,COMBINATION,DCE,,1.0,,DCE.SP JD1803&JD1804
SPD MA707&MA801,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA801,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA801
SPD MA707&MA712,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA712,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA712
SPD MA707&MA708,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA708,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA708
SPD MA707&MA804,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA804,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA804
SPD MA707&MA710,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA710,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA710
SPD MA707&MA805,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA805,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA805
SPD MA707&MA803,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA803,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA803
SPD MA707&MA806,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA806,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA806
SPD MA707&MA802,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA802,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA802
SPD MA707&MA711,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA711,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA711
SPD MA707&MA709,CZCE,SPD MA&MA,Combination,CZCE,,SPD MA707&MA709,CZCE,SPD MA&MA,COMBINATION,CZCE,,1.0,,CZCE.SPD MA707&MA709
SPD SR803&SR811,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR803&SR811,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR803&SR811
SPD SR803&SR807,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR803&SR807,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR803&SR807
SPD SR803&SR805,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR803&SR805,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR803&SR805
SPD SR803&SR809,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR803&SR809,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR803&SR809
SPD SR809&SR811,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR809&SR811,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR809&SR811
SPD SR801&SR805,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR801&SR805,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR801&SR805
SPD SR801&SR803,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR801&SR803,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR801&SR803
SPD SR801&SR811,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR801&SR811,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR801&SR811
SPD SR801&SR809,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR801&SR809,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR801&SR809
SPD SR801&SR807,CZCE,SPD SR&SR,Combination,CZCE,,SPD SR801&SR807,CZCE,SPD SR&SR,COMBINATION,CZCE,,1.0,,CZCE.SPD SR801&SR807
SPD PM711&PM801,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM711&PM801,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM711&PM801
SPD PM711&PM803,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM711&PM803,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM711&PM803
SPD PM711&PM805,CZCE,SPD PM&PM,Combination,CZCE,,SPD PM711&PM805,CZCE,SPD PM&PM,COMBINATION,CZCE,,1.0,,CZCE.SPD PM711&PM805
SP pp1709&pp1801,DCE,SP pp&pp,Combination,DCE,,SP PP1709&PP1801,DCE,SP PP&PP,COMBINATION,DCE,,1.0,,DCE.SP PP1709&PP1801
